ID Paper;Title;ID Search Session;Authors;Abstract;Status/Selection;Status/Extraction;Reading Priority;Score;Year;Journal;Keywords;Type;comment;URL;Volume;Pages;DOI;ISSN/ISBN;Importation Date;Columna1;(E) The paper is not written in English;(E) The paper is not related to a Smart Contract language;(E) The paper is a tutorial  or poster summary only.;(E) The paper occurs multiple times in the result set;(E) The paper’s full text is not available for download;(I) Title, keyword list, and abstract make explicit that the paper is related to Smart Contract language.;(E) The paper is published before 1991;(E) It is a patent;(E)The paper is not accesible electronically;Columna2;Name;Paradigm : Imperative;Paradigm : Declarative;Paradigm : Symbolic;Paradigm : Undetermined};Supported by blockchain platform : Yes;Supported by blockchain platform : No};Blockchain name;DSL Type : Standalone;DSL Type : Extension};Focus;Institution name;Insitution origin : Academia;Insitution origin : Industry};Challenges;Use cases;Kind : Implementation;Kind : Specification;Kind : Unknown};
790601;A Three-Layered Approach for Designing Smart Contracts in Collaborative Processes;80;Bagozi, Adaand Bianchini, Devisand De Antonellis, Valeriaand Garda, Massimilianoand Melchiori, Michele;"In collaborative environments, where enterprises interact each other's without a centralised authority that ensures trust among them, the ability of providing cross-organisational services must be enabled also between mutually untrusting participants. Blockchain platforms and smart contracts have been proposed to implement collaborative processes. However, current solutions are platform-dependent and deploy on-chain the whole process, thus increasing the execution costs of smart contracts if deployed on permissionless blockchain. In this paper, we propose an approach that includes criteria to identify trust-demanding objects and activities in collaborative processes, a model to describe smart contracts in a platform-independent way and guidelines to deploy them in a blockchain. To this aim, a three-layered model is used to describe: (i) the collaborative process, represented in BPMN, where the business expert is supported to add annotations that identify trust-demanding objects and activities; (ii) Abstract Smart Contracts based on trust-demanding objects and activities only and specified by means of descriptors, that are independent from any blockchain technology; (iii) Concrete Smart Contracts, that implement abstract ones and are deployed over a specific blockchain, enabling the creation of a repository where a single descriptor is associated with multiple implementations. The flexibility and reduced costs of the approach, due to the smart contracts abstraction and the use of blockchain only when necessary, are discussed with a case study on remote monitoring services in the digital factory.";ACCEPTED;ACCEPTED;LOW;23;2019;"OTM Confederated International Conferences ""On the Move to Meaningful Internet Systems""
OTM 2019: On the Move to Meaningful Internet Systems: OTM 2019 Conferences ";"Blockchain;Smart contract;Collaborative processes ";Conference paper;Abstract Smart Contracts(ASC) maybe the intermediate models could be considered.;https://doi.org/10.1007/978-3-030-33246-4_28;;440--457;https://doi.org/10.1007/978-3-030-33246-4_28;978-3-030-33246-4;05/26/2020;;N;N;N;N;N;Y;N;N;N;;Abstract Smart Contracts(ASC).;N;Y;N;N;N;Y;null;Y;N;null;Department of Information Engineering, University of Brescia, Italy;Y;N;null;null;Y;N;N; 
790630;Towards Self-automatable and Unambiguous Smart Contracts: Machine Natural Language;80;Qin, Pengand Guo, Jingzhiand Shen, Bingqingand Hu, Quanyi;A smart contract originally drafted by natural language is an essential task of many applications in blockchain technology. Firstly, natural language cannot be directly executed by computers, self-executing requires terms of the smart contract be computer-readable and executable. Secondly, in crossing environments or parties, contract translation needs the overall meaning of a sentence to have a meticulous precision, besides, low tolerance of mistakes for reducing a tedious process. Lastly, many kinds of templates of smart contracts need a common sense of agreement where each party agrees on the context of the contract. This paper explores the problems of the smart contract in natural language and self-executing to redefine the smart contract through an approach, which supports a human-readable, computer-understandable and self-executable contract representations with enabling semantic structural based on Machine Natural Language (MNL). Meanwhile, a common dictionary (CoDic) transfers natural languages into universal machine codes or languages without the ambiguity across parties.;ACCEPTED;ACCEPTED;LOW;43;2020;Advances in E-Business Engineering for Ubiquitous Computing;"Machine natural language; Smart contracts; Semantic document; Universal grammar ";Conference Paper;They propopse Machine Natural language (MNL) a language very close to natural language and they say it is autoexecutable.;https://doi.org/10.1007/978-3-030-34986-8_34;41;479--491;https://doi.org/10.1007/978-3-030-34986-8_34;978-3-030-34986-8;05/26/2020;;N;N;N;N;N;Y;N;N;N;;Machine Natural language (MNL);N;Y;N;N;Y;N;null;Y;N;null;Faculty of Science and Technology, University of Macau, Macau, China;Y;N;null;null;Y;N;N; 
790671;Das Contract - A Visual Domain Specific Language for Modeling Blockchain Smart Contracts;80;Skotnica, Marekand Pergl, Robert;A Blockchain (BC) is a technology that introduces a decentralized, replicated, autonomous, and secure databases. A smart contract (SC) is a transaction embedded in the blockchain that contains executable code and its internal storage, offering immutable execution and record keeping. The SC has enormous potential in automating traditional paper contracts and encoding contract logic into program code. Thus, replacing the role of a notary and a central authority. It may dramatically reduce an effort with administration workload and enforcement of such contracts. In this paper, we propose a new visual domain specific language that can capture the SC in a user-friendly way and eliminate the errors associated with programming since the SC code is automatically generated from models. Finally, an open-source proof-of-concept environment for designing and generating the SC is introduced to demonstrate the feasibility of proposed concepts.;ACCEPTED;ACCEPTED;LOW;16;2020;"Enterprise Engineering Working Conference
EEWC 2019: Advances in Enterprise Engineering XIII";"Enterprise Engineering; DEMO methodology; Blockchain; Smart contract";Conference paper;;;;149--166;https://doi.org/10.1007/978-3-030-37933-9_10;978-3-030-37933-9;05/26/2020;;N;N;N;N;N;Y;N;N;N;;Das Contract;Y;N;N;N;Y;N;Agnostic, although the proof of concept is made with Ethereum Solidity.;Y;N;null;null;Y;N;null;null;Y;N;N; 
790696;A Java Framework for Smart Contracts;80;Spoto, Fausto;This article defines a framework for programming, in Java, smart contracts over blockchain. The framework consists of a restricted runtime and of an instrumentation procedure for classes that need to be persisted to blockchain, for payable contract methods and for gas metering. This instrumentation abstracts away any difference between storage and memory data location, which is at the origin of tricky semantical issues and bugs in Solidity. Moreover, this framework allows one to leverage, in a transparent way, existing expertise and tools from the Java world, in order to build smart contracts in a simple and comfortable way. The resulting contracts are strongly-typed and work over a shared storage, that allows simple intercontract communication. This makes it easy to install libraries or microservices in blockchain.;ACCEPTED;ACCEPTED;LOW;11;2020;"International Conference on Financial Cryptography and Data Security
FC 2019: Financial Cryptography and Data Security ";;Conference paper;"Dudoso: This article defines a framework for programming, in Java, smart contracts over blockchain.

We could think of the framework as a DSL that is implemented as a Java Extension.
";https://link--springer--com.us.debiblio.com/chapter/10.1007/978-3-030-43725-1_10;11599;122--137;https://doi.org/10.1007/978-3-030-43725-1_10;978-3-030-43725-1;05/26/2020;;N;N;N;N;N;Y;N;N;N;;Takamaka;Y;N;N;N;N;Y;The implementation of the framework requires the blockchain to be equippedwith primitives to serialise and deserialise storage objects (Sect.3). Hence, itcannot be immediately implemented on the Ethereum blockchain. Our projectcontinues now with the implementation of a blockchain that provides such prim-itives and with the actual evaluation of the framework.;N;Y;null;Department of Computer Science, Universit`a di Verona, Verona, Italy;Y;N;null;null;Y;N;N; 
790721;Modeling of Smart Contracts in Blockchain Solution for Renewable Energy Grid;80;G{\'o}rski, Tomaszand Bednarski, Jakub;The paper presents the manner of smart contracts' modeling in blockchain solution. The authors illustrate the modeling approach using the example of a renewable energy system. The paper proposes extension of Unified Modeling Language (UML) in form of UML Profile for Smart Contracts, appropriate for smart contract design. Moreover, the standard smart contract design and implementation method, in Corda environment, has been made more flexible. The authors present static aspect of newly designed Smart Contract Design Pattern.;ACCEPTED;ACCEPTED;LOW;23;2020;"International Conference on Computer Aided Systems Theory
EUROCAST 2019: Computer Aided Systems Theory – EUROCAST 2019 ";"Software architecture;Blockchain;Smart contract;Distributed ledger;Architectural views model 1+5";Conference paper;It presents a UML profile for modeling UML contracts.;https://doi.org/10.1007/978-3-030-45093-9_61;12013;507--514;https://doi.org/10.1007/978-3-030-45093-9_61;978-3-030-45093-9;05/26/2020;;N;N;N;N;N;Y;N;N;N;;UML Profile;N;Y;N;N;Y;N;It is supposed to be agnostic, but they are focused on CORDA;N;Y;Our aim is to provide flexible and easy to extend manner of modeling and implementation of smart contracts in such solutions. The article is focused on this very aim;Institute of Naval Weapons and Computer Science,Polish Naval Academy, Gdynia, Poland;N;Y;null;Renewable Energy Grid;Y;N;N; 
790727;Logic-Based Smart Contracts;80;Stancu, Adrianaand Dragan, Mihaita;With the increasing popularity and diversity of Blockchain systems, smart contracts were introduced as a necessity to automatically execute certain operation depending on the occurred events. The programming languages used in defining the triggering events and their consequent actions depends on the Blockchain implementation. In this article, we will investigate the advantages and suitable scenarios for using a formal approach in defining smart contracts. We will use a particular python implementation of a Blockchain and add the interface with a Prolog component for defining and querying smart contracts.;ACCEPTED;ACCEPTED;LOW;17;2020;Trends and Innovations in Information Systems and Technologies;"Smart contract; Logic programming; Distributed database";Conference paper;"Related work??  In this article, we will investigate the advantages and suitable scenarios for using a formal approach in defining smart contracts.
It seems that it could be accepted, but I cannot download the paper";;;387--394;https://doi.org/10.1007/978-3-030-45688-7_40 ;978-3-030-45688-7;05/26/2020;;N;N;N;N;N;Y;N;N;N;;null;Y;N;N;N;Y;N;null;Y;N;null;null;Y;N;null;null;Y;N;N; 
790732;Smart Contract Locator (SCL) and Smart Contract Description Language (SCDL);80;"Lamparelli, Andreaand Falazi, Ghareeband Breitenb{\""u}cher, Uweand Daniel, Florianand Leymann, Frank";Today's blockchain technologies focus mostly on isolated, proprietary technologies, yet there are application scenarios that ask for interoperability, e.g., among blockchains themselves or with external applications. This paper proposes the Smart Contract Locator (SCL) for the unambiguous identification of smart contracts over the Internet and across blockchains, and the Smart Contract Description Language (SCDL) for the abstract description of the external interface of smart contracts. The paper derives a unified metamodel for blockchain smart contract description and equips it with a concrete, JSON-based description language for smart contract search and discovery. The goal of the proposal is to foster smart contract reuse both inside blockchains and through the integration of smart contracts inside enterprise applications. The idea is inspired by the Service-Oriented Architecture (SOA) and aims to provide a high-level, cross-blockchain interoperability layer.;ACCEPTED;ACCEPTED;LOW;45;2020;Service-Oriented Computing -- ICSOC 2019 Workshops;"Blockchain;Smart contracts;Description·SCDL;SCL";Workshop paper;It is the same language than the one introduced in 802068. I have doubts with both of them. As a consequence, or both accepted or both rejected.;https://doi.org/10.1007/978-3-030-45989-5_16;12019;195--210;https://doi.org/10.1007/978-3-030-45989-5_16;978-3-030-45989-5;05/26/2020;;N;N;N;N;N;Y;N;N;N;;Smart Contract Description Language (SCDL);Y;N;N;N;Y;N;null;Y;N;null;null;Y;N;null;null;Y;N;N; 
790780;Aplos: Smart Contracts Made Smart;80;Bandara, Erangaand Ng, Wee Keongand Ranasinghe, Nalinand De Zoysa, Kasun;Smart contract is a programming interface to interact with the underlying blockchain storage models. It is a database abstraction layer for blockchain. Existing smart contract platforms follow the imperative style programming model since states are shared. As a result, there is no concurrency control mechanism when executing transactions, resulting in considerable latency and hindering scalability. To address performance and scalability issues of existing smart contract platforms, we design a new smart contract platform called ``Aplos'' based on the Scala functional programming language and Akka actors. In Aplos, all blockchain-related smart contract functions are implemented with Akka actors. The Aplos platform is built over Mystiko---a highly scalable blockchain storage for big data. Mystiko supports concurrent transactions, high transaction throughput, data analytics and machine learning. With Aplos smart contracts over Mystiko, we have developed a blockchain for highly scalable storage that aligns with big data requirements.;ACCEPTED;ACCEPTED;LOW;26;2020;"International Conference on Blockchain and Trustworthy Systems
BlockSys 2019: Blockchain and Trustworthy Systems ";"Blockchain;Smart contract; Functional programming;Actor model; Big data; Scala; Akka ";Conference paper; To address performanceand scalability issues of existing smart contract platforms, we design anew smart contract platform called “Aplos” based on the Scala func-tional programming language and Akka actors. In Aplos, all blockchain-related smart contract functions are implemented with Akka actors. TheAplos platform is built over Mystiko—a highly scalable blockchain storagefor big data.;https://doi.org/10.1007/978-981-15-2777-7_35;;431--445;https://doi.org/10.1007/978-981-15-2777-7_35;978-981-15-2777-7;05/26/2020;;N;N;N;N;N;Y;N;N;N;;Aplos platform, SM written in Scala;Y;N;N;N;Y;N;Mystiko;Y;N;null;School of Computer Science and Engineering,Nanyang Technological University, Singapore, Singapore Colombo School of Computing, Colombo, Sri Lanka;Y;N;null;null;Y;N;N; 
790884;NEO Blockchain and Smart Contracts;80;Elrom, Elad;In Chapter 1, I covered the NEO proof of stake (PoS) blockchain consensus mechanism. In Chapter 2, you created a NEO bookkeeping node on AWS Ubuntu and learned how to request a consensus authority certificate and get elected as a bookkeeper.;ACCEPTED;ACCEPTED;LOW;5;2019;The Blockchain Developer: A Practical Guide for Designing, Implementing, Publishing, Testing, and Securing Distributed Blockchain-based Projects;;Book Chapter;"Dudoso: I think should be rejected but Im not sure 
It defines c almohadilla to write smart contracts for neo.";https://doi.org/10.1007/978-1-4842-4847-8_7;;257--298;10.1007/978-1-4842-4847-8_7;978-1-4842-4847-8;05/26/2020;;N;N;N;N;N;Y;N;N;N;;c almohadilla;Y;N;N;N;Y;N;Neo;Y;N;null;null;Y;N;null;null;Y;N;N; 
790886;EOS.IO Wallets and Smart Contracts;80;Elrom, Elad;"In Chapter 2, I introduced EOS.IO when I covered bitcoin, altcoins, and different consensus mechanisms. Specifically, I covered how EOS.IO is an example of altcoins that turn into tokens; you created an EOS block producer and were able to create a full node capable of mining EOS tokens. Ethereum was the beginning of your blockchain smart contract development, and you learned to use the Solidity language to write smart contracts and dapps. EOS.IO has created a more robust architecture than Ethereum for smart contract and dapp development.";ACCEPTED;ACCEPTED;LOW;17;2019;The Blockchain Developer: A Practical Guide for Designing, Implementing, Publishing, Testing, and Securing Distributed Blockchain-based Projects;;Book Chapter;"Dudoso
Aceptado.
It presents Smart contracts written in C++ for EOS.IO.";https://doi.org/10.1007/978-1-4842-4847-8_6;;213--256;10.1007/978-1-4842-4847-8_6;978-1-4842-4847-8;05/26/2020;;N;N;N;N;N;Y;N;N;N;;C++;Y;N;N;N;Y;N;EOS.IO;Y;N;null;null;Y;N;null;null;Y;N;N; 
790958;On the Prediction of Smart Contracts' Behaviours;80;Laneve, Cosimoand Coen, Claudio Sacerdotiand Veschetti, Adele;Smart contracts are pieces of software stored on the blockchain that control the transfer of assets between parties under certain conditions. In this paper we analyze the bahaviour of smart contracts and the interaction with external actors in order to maximize objective functions. We define a core language of programs with a minimal set of smart contract primitives and we describe the whole system as a parallel composition of smart contracts and users. We therefore express the system behaviour as a first logic formula in Presburger arithmetics and study the maximum profit for each actor by solving arithmetic constraints.;ACCEPTED;ACCEPTED;LOW;20;2019;From Software Engineering to Formal Methods and Tools, and Back: Essays Dedicated to Stefania Gnesi on the Occasion of Her 65th Birthday;;Book Chapter;"In this paper we have introduced a unified calculus for modelling smart contracts and users, which are the primary actors of decentralized applications.
 I have certain doublts";https://doi.org/10.1007/978-3-030-30985-5_23;;397--415;10.1007/978-3-030-30985-5_23;978-3-030-30985-5;05/26/2020;;N;N;N;N;N;Y;N;N;N;;In this paper we have introduced a unified calculus for modelling smart contracts and users, which are the primary actors of decentralized applications.;Y;N;N;N;Y;N;null;Y;N;SC Behaviour;Department of Computer Science and Engineering,University of Bologna – INRIA Focus, Bologna, Italy;Y;N;null;null;N;Y;N; 
791140;Secure Smart Contract Generation Based on Petri Nets;80;Zupan, Nejcand Kasinathan, Prabhakaranand Cuellar, Jorgeand Sauer, Markus;Existing blockchain and smart contract development ecosystems do not support to design, develop, and verify secure smart contracts before deploying them. Recent attacks (see DAO hack [5]) on insecure smart contracts have caused a lot of financial loss---to avoid such issues in the future, we need better methods for creating secure smart contracts before deploying them in a blockchain. In this chapter, we present a method and a prototype tool to generate secure smart contracts based on Petri Nets. Our method allows to design and generate a secure smart contract template that can be deployed on a supported blockchain platform (e.g. Ethereum) with very little additional effort. One of the main advantages that our method brings into the smart contract development ecosystem is introducing a formal way to visually model, simulate, and verify business logic/workflows prior to the smart contract code generation. Modeling the smart contracts via Petri Nets helps the developers to minimize the logical errors---by verifying certain Petri Net properties such as deadlocks---during the modeling stage itself. Furthermore, our approach presents a technology-independent way to import and export the modeled use-case logic which can be translated into different smart contract language later.;ACCEPTED;ACCEPTED;LOW;38;2020;Blockchain Technology for Industry 4.0: Secure, Decentralized, Distributed and Trusted Industry Environment;"Smart contracts; Blockchain; Modeling; Petri Nets; Security ";Book Chapter;PNML (Petri Net Modeling Language). They transform the SC modelled with the PNML to a Smart-Contract Translation Engine;https://doi.org/10.1007/978-981-15-1137-0_4;;73--98;10.1007/978-981-15-1137-0_4;978-981-15-1137-0;05/26/2020;;N;N;N;N;N;Y;N;N;N;;PNML (Petri Net Modeling Language);Y;N;N;N;Y;N;Technology agnostic, although the current implementation is translated into Solidity;Y;N;null;Siemens AG and University of passau;N;Y;null;null;N;Y;N; 
791231;ConCert: A Smart Contract Certification Framework in Coq;86;Annenkov, Danil and Nielsen, Jakob Botsch and Spitters, Bas;We present a new way of embedding functional languages into the Coq proof assistant by using meta-programming. This allows us to develop the meta-theory of the language using the deep embedding and provides a convenient way for reasoning about concrete programs using the shallow embedding. We connect the deep and the shallow embeddings by a soundness theorem. As an instance of our approach, we develop an embedding of a core smart contract language into Coq and verify several important properties of a crowdfunding contract based on a previous formalisation of smart contract execution in blockchains.;ACCEPTED;ACCEPTED;LOW;9;2020;Proceedings of the 9th ACM SIGPLAN International Conference on Certified Programs and Proofs;Coq, smart contracts, blockchain, certified programming, software correctness, functional programming languages;Conference paper;"Dudoso
I am not sure. Defines a SC language, but as a proof of concept of their approach.
Good for related
";https://doi.org/10.1145/3372885.3373829;;215-228;10.1145/3372885.3373829;9781450370974;05/27/2020;;N;Y;N;N;N;N;N;N;N;;null;Y;N;N;N;Y;N;null;Y;N;null;null;Y;N;null;null;Y;N;N; 
791335;Smart Contracts as Authorized Production Rules;87;Lippmeier, Ben and Robinson, Amos and Muys, Andrae;Rainfall is a smart contract programming model that allows mutually distrusting parties to manage assets on a distributed ledger. The model consists of a tuple space of authorized facts, and a set of production rules. Rules match on authorized facts, gaining their authority, and produce new facts with a subset of the gained authority. Rainfall allows assets such as crypto currencies to be defined in user code, rather than being baked directly into the ledger framework. Our authorization model also provides a natural privacy model, where not all rules or facts need to be revealed to all parties.;ACCEPTED;ACCEPTED;LOW;5;2019;Proceedings of the 21st International Symposium on Principles and Practice of Programming Languages 2019;;Conference paper;"Dudoso: ""Rainfall is a smart contract programming model that allows mu-tually distrusting parties to manage assets on a distributed ledger.The model consists of a tuple space of authorized facts, and a set ofproduction rules. Rules match on....""

It is a rule-based language.";https://doi.org/10.1145/3354166.3354179;;;10.1145/3354166.3354179;9781450372497;05/27/2020;;N;Y;N;N;N;N;N;N;N;;null;Y;N;N;N;Y;N;null;Y;N;null;null;Y;N;null;null;Y;N;N; 
802051;Porthos: Macroprogramming Blockchain Systems;90;A. Mizzi and J. Ellul and G. J. Pace;The rise of blockchain technology has paved the way for an increasing number of blockchain systems, each having different characteristics. The need for distributed applications that span across multiple blockchain systems is increasing. However, it is currently not possible to write a single-description smart contract which can be compiled to span across multiple blockchain systems. In this paper we present PORTHOS, a macroprogramming framework and domain specific language for writing commitment-based smart contracts that span multiple blockchain systems. The language allows programmers to write smart contracts at a higher level of abstraction by composing together contract blocks, without the need to specify how logic should be split across different blockchain instances. A runtime framework, including both on-chain and off-chain functionality, harmonises the features of different blockchain systems as well as enables communication across the smart contracts. A proof of concept, built on the Ethereum and Hyperledger Fabric blockchain systems and extendible to other systems, illustrates the technique and framework. We also show how the PORTHOS language is expressive enough to define a variety of applications.;ACCEPTED;ACCEPTED;LOW;35;2019;2019 10th IFIP International Conference on New Technologies, Mobility and Security (NTMS);"contracts;financial data processing;formal specification;high level languages;program compilers;specification languages;macroprogramming framework;domain specific language;commitment-based smart contracts;contract blocks;PORTHOS language;macroprogramming blockchain systems;blockchain technology;single-description smart contract;Ethereum system;Hyperledger Fabric blockchain systems;Blockchain;Smart contracts;DSL;Interoperability;Relays;Runtime;macroprogramming;blockchain;DSL";Conference paper;It shows a DSL. Definitely Yes. It is a smart-contract language.;https://ieeexplore--ieee--org.us.debiblio.com/stamp/stamp.jsp?tp=&arnumber=8763784;;1-5;10.1109/NTMS.2019.8763784;2157-4960;05/29/2020;;N;N;N;N;N;Y;N;N;N;;Porthos;Y;N;N;N;Y;N;null;Y;N;null;Department of Computer Science. University of Malta;Y;N;null;null;Y;N;N; 
802059;From Domain Specific Language to Code: Smart Contracts and the Application of Design Patterns;90;M. {Wohrer} and U. {Zdun};Smart contracts are self-executing computer programs that stipulate and enforce the negotiation and execution of (legal) contracts. Today, one of the most prominent smart contract ecosystems is Ethereum, a blockchain based distributed computing platform, that can be used to capture and express contract terms, for instance, in the platformâ€™s leading programming language, Solidity. Due to the conceptual discrepancy between legal contract terms and corresponding code, it is difficult to easily comprehend smart contracts and write them efficiently without errors. After all, blockchain-based contract execution, lacking programming abstractions, and constantly changing platform capabilities and security aspects, make writing smart contracts a difficult undertaking. To address these problems, this article proposes smart contract design patterns and their automated application, by means of code generation and the use of a domain-specific language.;ACCEPTED;ACCEPTED;LOW;33;2020;IEEE Software;"Smart contracts;Blockchain;DSL;Security;Law;Encoding";Journal Paper;"Definitely Yes.
Among other things, they propose Contract Modeling Language (CML)";https://ieeexplore--ieee--org.us.debiblio.com/stamp/stamp.jsp?tp=&arnumber=9089272;;0-0;10.1109/MS.2020.2993470;1937-4194;05/29/2020;;N;N;N;N;N;Y;N;N;N;;Contract Modeling Language (CML);N;Y;N;N;Y;N;Ethereum /Agnostic. It is supposed to be agnostic, but they say they have done code generation for Solidity.;Y;N;null;University of Vienna. Faculty of Computer Science.;Y;N;null;null;Y;N;N; 
802060;Semantic Smart Contracts for Blockchain-based Services in the Internet of Things;90;H. {Baqa} and N. B. {Truong} and N. {Crespi} and G. M. {Lee} and F. {le Gall};The emerging Blockchain (BC) and Distributed Ledger technologies have come to impact a variety of domains, from capital market sectors to digital asset management in the Internet of Things (IoT). As a result, more and more BC-based decentralized applications for numerous cross-domain services have been developed. These applications implement specialized decentralized computer programs called Smart Contracts (SCs) which are deployed into BC frameworks. Although these SCs are open ato public, it is challenging to discover and utilize such SCs for a wide range of usages from both systems and end-users because such SCs are already compiled in form of byte-codes without any associated meta-data. This motivates us to propose a solution called Semantic SC (SSC) which integrates RESTful semantic web technologies in SCs, deployed on the Ethereum Blockchain platform, for indexing, browsing and annotating such SCs. The solution also exposes the relevant distributed ledgers as Linked Data for enhancing the discovery capability. To achieve this goal, the OWL-S service ontology is extended by incorporating some domain specific terminologies, which are used in the development of the proposed SSCs. As a result, SSC can be utilized to enrich queries for a domain-specific terms across multiple distributed ledgers, which greatly increases the discovery capability of decentralized IoT applications and services. Contribution in standardization is also discussed. We believe that our research work takes the first steps towards connecting BC-based decentralized services with semantic web services in order to provide better IoT ecosystems.;ACCEPTED;ACCEPTED;LOW;14;2019;2019 IEEE 18th International Symposium on Network Computing and Applications (NCA);"contracts;cryptocurrencies;distributed databases;financial data processing;Internet of Things;knowledge representation languages;Linked Data;meta data;ontologies (artificial intelligence);query processing;semantic Web;Web services;digital asset management;decentralized computer programs;BC frameworks;byte-codes;meta-data;SSC;Linked Data;OWL-S service ontology;BC-based decentralized services;semantic Web services;IoT ecosystems;distributed ledger technologies;capital market sectors;RESTful semantic Web technologies;ethereum blockchain platform;semantic smart contracts;Internet of Things;queries;Blockchain;Distributed Ledger;Internet of Things;Semantic Indexing;Semantic Web;Smart Contract";Conference paper;"dudoso: To achieve this goal, the OWL-S service ontology is extended by incorporating some domain specific terminologies, which are used in the development of the p

I also have doubts, but I'm going to accepted it just in case. And then we will discuss it. 
Our solution (i.e., ”SSC”) is to represent the SC semanticsusing EthOn contract extension concepts and a business relatedvocabulary in order to facilitate integrity as well as fosteringresource  discovery. ";https://ieeexplore--ieee--org.us.debiblio.com/stamp/stamp.jsp?tp=&arnumber=8935016;;1-5;10.1109/NCA.2019.8935016;2643-7929;05/29/2020;;N;N;N;N;N;Y;N;N;N;;null;Y;N;N;N;Y;N;null;Y;N;null;null;Y;N;null;null;Y;N;N; 
802068;Unified Integration of Smart Contracts Through Service Orientation;90;G. {Falazi} and A. {Lamparelli} and U. {Breitenbuecher} and F. {Daniel} and F. {Leymann};This article introduces the reader to a set of technologies that lay the foundation for a service-oriented integration of smart contracts into generic software applications, such as business processes or enterprise applications. Using a typical supply chain scenario, the article showcases the use of the Smart Contract Description Language (SCDL) to describe the external interfaces of smart contracts, the Smart Contract Locator (SCL) to locate contracts deployed inside blockchain networks, and the Smart Contract Invocation Protocol (SCIP) to interact with them from the outside of the blockchain networks. The three specifications abstract away from blockchain specifics, provide developers with a unified view over multiple, heterogeneous blockchain technologies, and are supported by a reference implementation of a SCIP endpoint able to automatically turn abstract interactions into blockchain-specific ones.;ACCEPTED;ACCEPTED;LOW;23;2020;IEEE Software;"Contracts;Supply chains;Logic gates;Software;Protocols;Fish";Journal Paper;"SCDL (Smart Contract Description Language)
is a language for describing smart contract interfaces in the context of a Web Oriented Service Scenario.
";;;0-0;10.1109/MS.2020.2994040;1937-4194;05/29/2020;;N;N;N;N;N;Y;N;N;N;;SCDL;N;Y;N;N;Y;N;null;Y;N;null;null;Y;N;null;null;Y;N;N; 
856703;Towards human-readable smart contracts;98;"Franz, F. ; Fertig, T. ; Schutz, A.E. ; Vu, H.";In the late 90s the author Ian Grigg defined that smart contracts have to be human-readable like paper contracts while remaining processible by computer programs. The Ethereum Foundation has created a new programming language Solidity that can be used to implement smart contracts. However, the contracts are neither easy to implement nor easy-to-use by the common user. In order to enable users without programming skills to take advantage of the new technology, we propose a generator for smart contracts. Our prototype uses a configuration wizard to determine the requirements of the generated contract. Based on the official ERC Standards of the Ethereum community we will implement a prototype that can configure and generate customized contracts. Moreover, we are covering the challenges that we have to face in order to support automated test case generation and automated deployment processes. Â© 2019 IEEE.;ACCEPTED;ACCEPTED;LOW;17;2019;2019 IEEE International Conference on Blockchain and Cryptocurrency (ICBC);"Blockchain;Chromium compounds;Ethereum;Solidity;Automated test case generation;Contracts;Deployment process;Human-readable;Programming skills";Conference paper;"Dudoso

I have doubts, but I accepted just in case. We need to discuss it.
"" In order to enable users without programmingskills  to  take  advantage  of  the  new  technology,  we  propose  agenerator for smart contracts. Our prototype uses a configurationwizard to determine the requirements of the generated contract.Based on the official ERC Standards of the Ethereum communitywe  will  implement  a  prototype  that  can  configure  and  generatecustomized  contracts.  """;https://ieeexplore--ieee--org.us.debiblio.com/document/8751309;;;10.1109/BLOC.2019.8751309;978-1-72811-328-9;;;N;N;N;N;N;Y;N;N;N;;null;Y;N;N;N;Y;N;null;Y;N;null;null;Y;N;null;null;Y;N;N; 
856705;Supporting reuse of smart contracts through service orientation and assisted development;98;"Guida, L. ; Daniel, F. ; Kupper A., Xu J., Park Y., Ruppel P., Schulte S.";This paper focuses on two of the key challenges a developer encounters when reusing smart contracts: finding actionable information about existing smart contracts (descriptors) and writing the necessary integration logic to invoke selected contracts and implement missing functions. As for the former issue, the paper proposes a smart contract description format that allows the developer to search for publicly available contracts, understand which features a contract exposes and how to invoke them, according to a service-oriented approach. For the latter, the paper implements a simple, model-driven development environment consisting in a visual programming editor that provides a set of modeling constructs encoding specific, reuse-oriented code patterns. The approach is implemented and demonstrated in the context of the blockchain platform Ethereum and its programming language Solidity. The results obtained show that the proposed approach can be beneficial in the development of composite smart contracts and generic blockchain applications. Â© 2019 IEEE.;ACCEPTED;ACCEPTED;LOW;20;2019;2019 IEEE International Conference on Decentralized Applications and Infrastructures (DAPPCON);"Blockchain;Computer programming;Service orientation;Code-patterns;Descriptors;Information services;Model driven development;Modeling construct;Service-oriented approaches;Visual editors;Visual programming";Conference paper;"Dudoso: ""the paper proposes a smart contract description format that allows the developer to search for publicly available contracts, understand which features a contract exposes and how to invoke them""";;;; 10.1109/DAPPCON.2019.00017;978-1-72811-264-0;;;N;N;N;N;N;Y;N;N;N;;null;Y;N;N;N;Y;N;null;Y;N;null;null;Y;N;null;null;Y;N;N; 
